, ID,Nationality,Age,DaysSinceCreation,AverageLeadTime,LodgingRevenue,OtherRevenue,BookingsCanceled,BookingsNoShowed,BookingsCheckedIn,PersonsNights,RoomNights,DaysSinceLastStay,DaysSinceFirstStay,DistributionChannel,MarketSegment,SRHighFloor,SRLowFloor,SRAccessibleRoom,SRMediumFloor,SRBathtub,SRShower,SRCrib,SRKingSizeBed,SRTwinBed,SRNearElevator,SRAwayFromElevator,SRNoAlcoholInMiniBar,SRQuietRoom
9156,11526,PRT,52,879,6,84.0,17.8,0,0,1,1,1,880,880,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
9174,11544,ESP,46,878,2,178.0,35.0,0,0,1,2,2,880,880,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
9291,11661,USA,36,876,236,385.0,206.2,0,0,1,10,5,881,881,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
9439,11812,PRT,43,874,26,59.0,9.0,0,0,1,1,1,875,875,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
9442,11815,FRA,28,874,6,162.0,14.0,0,0,2,2,2,676,875,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
9455,11828,PRT,47,874,0,170.0,73.8,0,0,1,3,1,875,875,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
9477,11851,PRT,55,874,26,59.0,7.0,0,0,1,1,1,875,875,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
9499,11873,PRT,43,873,6,237.0,27.0,0,0,3,4,4,539,874,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
9834,12218,PRT,38,868,15,252.0,88.0,0,0,1,4,2,870,870,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
9987,12373,ESP,54,865,6,73.0,28.0,0,0,1,1,1,866,866,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
10425,12822,CHN,41,859,3,176.0,36.0,0,0,1,4,2,861,861,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
10426,12823,CHN,40,859,3,176.0,36.0,0,0,1,4,2,861,861,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
10427,12824,CHN,39,859,3,176.0,36.0,0,0,1,4,2,861,861,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
10428,12825,CHN,41,859,3,176.0,36.0,0,0,1,4,2,861,861,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
10429,12826,CHN,41,859,3,176.0,36.0,0,0,1,4,2,861,861,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
10435,12832,PRT,48,859,5,2182.0,351.0,0,0,23,39,37,399,866,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
10443,12840,CHN,41,859,3,176.0,36.0,0,0,1,4,2,861,861,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
10444,12841,CHN,39,859,0,176.0,36.0,0,0,1,4,2,861,861,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
10552,12953,PRT,50,857,21,6991.0,957.0,0,2,40,116,116,328,860,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
10553,12954,ESP,29,857,5,249.0,42.0,0,0,1,6,3,860,860,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
10838,13248,PRT,31,853,6,1817.0,289.0,0,0,18,33,31,305,855,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
10908,13318,PRT,48,852,7,531.0,73.0,0,0,6,9,9,154,853,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
10976,13387,PRT,28,850,5,177.0,27.0,0,0,1,3,3,853,853,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
10984,13395,ESP,52,850,5,609.0,209.0,0,0,5,6,6,580,851,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
11260,13676,DEU,37,846,11,106.88,7.0,0,0,1,1,1,847,847,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
11279,13697,DEU,48,846,11,534.4,42.5,0,0,1,1,1,847,847,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
11292,13710,CHE,41,845,26,418.89,58.0,0,0,1,8,4,849,849,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
11342,13763,PRT,41,844,9,891.0,185.0,0,0,1,33,11,855,855,Corporate,Corporate,0,0,0,0,0,0,1,0,1,0,0,0,0
11401,13829,USA,64,843,1,728.0,94.5,0,0,1,7,7,850,850,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
11706,14142,PRT,58,839,19,62.5,25.0,0,0,1,1,1,840,840,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
11784,14223,PRT,75,838,1,172.0,14.0,0,0,1,2,1,839,839,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
11818,14260,ITA,58,838,2,520.0,88.45,0,0,2,5,5,811,841,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
11825,14268,FRA,49,837,3,312.0,27.5,0,0,1,3,3,840,840,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
11907,14355,ITA,50,837,1,1876.0,223.5,0,0,2,19,19,664,842,Corporate,Aviation,0,0,0,0,0,0,0,1,0,0,0,0,0
11928,14379,ITA,42,836,36,520.0,46.0,0,0,1,5,5,841,841,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
11934,14385,PRT,53,836,2,306.13,32.0,0,0,1,2,2,838,838,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
11942,14394,ITA,52,836,1,157.0,16.5,0,0,1,2,1,837,837,Corporate,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
11955,14408,PRT,53,836,1,157.0,14.0,0,0,1,2,1,837,837,Corporate,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
11977,14430,DEU,28,836,13,100.0,7.0,0,0,1,2,1,837,837,Corporate,Corporate,0,0,0,0,0,0,0,0,1,0,0,0,0
11979,14432,FRA,32,836,13,100.0,2.0,0,0,1,2,1,837,837,Corporate,Corporate,0,0,0,0,0,0,0,0,1,0,0,0,0
11985,14438,ESP,38,836,13,100.0,201.0,0,0,1,2,1,837,837,Corporate,Corporate,0,0,0,0,0,0,0,0,1,0,0,0,0
11986,14439,ESP,32,836,13,100.0,2.0,0,0,1,2,1,837,837,Corporate,Corporate,0,0,0,0,0,0,0,0,1,0,0,0,0
11989,14442,PRT,38,836,12,190.0,31.0,0,0,1,4,2,838,838,Corporate,Corporate,0,0,0,0,0,0,0,0,1,0,0,0,0
11990,14443,BEL,30,836,12,200.0,6.5,0,0,1,4,2,838,838,Corporate,Corporate,0,0,0,0,0,0,0,0,1,0,0,0,0
12229,14687,PRT,55,832,3,133.13,9.5,0,0,1,1,1,833,833,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12231,14689,CAN,43,832,20,113.0,7.0,0,0,1,1,1,833,833,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12285,14750,FRA,53,831,20,226.0,14.0,0,0,1,2,2,833,833,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12287,14752,GBR,30,831,0,358.0,51.5,0,0,1,2,2,833,833,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12300,14765,ESP,52,831,5,484.0,61.5,0,0,2,4,4,712,833,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12321,14787,NLD,36,831,4,178.0,48.55,0,0,1,2,2,833,833,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
12327,14793,CYP,59,831,1,89.0,29.0,0,0,1,1,1,832,832,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
12353,14833,POL,50,830,20,339.0,39.5,0,0,1,3,3,833,833,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12367,14848,GBR,48,830,0,537.0,23.5,0,0,1,3,3,833,833,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12368,14849,FRA,49,830,0,312.0,44.0,0,0,1,3,3,833,833,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12388,14872,CHE,66,830,20,339.0,21.0,0,0,1,3,3,833,833,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12410,14895,ITA,50,830,2,832.0,127.0,0,0,2,7,7,814,833,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
12413,14898,PRT,30,830,0,226.0,32.0,0,0,2,4,3,510,831,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12414,14900,PRT,48,829,8,326.76,14.0,0,0,1,2,2,831,831,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12415,14901,ITA,56,829,8,326.76,14.0,0,0,1,2,2,831,831,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12423,14911,ITA,38,829,4,703.16,28.0,0,0,1,4,4,833,833,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12424,14912,ITA,35,829,4,703.16,38.5,0,0,1,4,4,833,833,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12430,14918,USA,50,829,20,452.0,57.6,0,0,1,4,4,833,833,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12719,15225,PRT,81,825,11,126.0,46.0,0,0,2,4,2,783,826,Corporate,Corporate,0,0,0,1,0,0,0,0,1,0,0,0,0
12739,15246,PRT,63,824,3,320.5,21.5,0,0,1,2,2,826,826,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12755,15262,PRT,60,824,0,464.0,42.0,0,0,1,2,1,825,825,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12758,15265,PRT,53,824,0,452.0,80.0,0,0,1,2,1,825,825,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12759,15266,PRT,40,824,0,148.0,14.0,0,0,1,2,1,825,825,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12760,15267,PRT,39,824,0,148.0,14.0,0,0,1,2,1,825,825,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12764,15271,PRT,63,824,0,491.0,63.0,0,0,1,3,1,825,825,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12765,15272,PRT,63,824,0,464.0,42.0,0,0,1,2,1,825,825,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12775,15282,PRT,70,824,1,103.0,28.5,0,0,1,2,1,825,825,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12785,15292,PRT,49,824,31,364.0,290.0,0,0,4,7,6,271,825,Corporate,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
12787,15294,PRT,52,824,0,464.0,42.0,0,0,1,2,1,825,825,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12788,15295,PRT,51,824,0,464.0,42.0,0,0,1,2,1,825,825,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12793,15300,PRT,31,824,0,464.0,42.0,0,0,1,2,1,825,825,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12859,15370,PRT,58,822,0,820.0,33.0,0,0,1,1,1,823,823,Corporate,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
12862,15374,PRT,41,822,2,114.0,7.0,0,0,1,1,1,823,823,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12863,15375,PRT,53,822,2,114.0,7.0,0,0,1,1,1,823,823,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12920,15436,BRA,49,821,85,235.46,35.0,0,0,1,4,2,823,823,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12957,15480,SWE,32,820,1,332.4,121.6,0,0,1,6,3,823,823,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12958,15481,SWE,32,820,1,301.2,58.8,0,0,1,3,3,823,823,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
12999,15525,GBR,67,820,1,332.4,186.6,0,0,1,6,3,823,823,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13023,15550,NLD,62,820,1,332.4,138.6,0,0,1,6,3,823,823,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13025,15552,NLD,60,820,1,332.4,287.6,0,0,1,6,3,823,823,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13029,15556,FRA,47,820,1,332.4,150.6,0,0,1,6,3,823,823,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13058,15586,PRT,73,819,204,330.0,96.5,0,0,1,6,3,822,822,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
13059,15587,PRT,64,819,193,330.0,152.0,0,0,1,6,3,822,822,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
13061,15589,DEU,70,819,193,330.0,90.5,0,0,1,6,3,822,822,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
13062,15590,PRT,70,819,193,330.0,82.5,0,0,1,6,3,822,822,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
13063,15591,DEU,70,819,193,330.0,95.0,0,0,1,6,3,822,822,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
13064,15592,DEU,70,819,193,330.0,82.5,0,0,1,6,3,822,822,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
13065,15593,DEU,62,819,193,330.0,126.0,0,0,1,6,3,822,822,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
13066,15594,DEU,71,819,204,285.0,56.5,0,0,1,3,3,822,822,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
13067,15595,DEU,82,819,193,330.0,123.0,0,0,1,6,3,822,822,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
13068,15596,DEU,77,819,193,330.0,80.0,0,0,1,6,3,822,822,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
13069,15597,PRT,80,819,193,330.0,82.5,0,0,1,6,3,822,822,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
13070,15598,DEU,78,819,193,330.0,88.0,0,0,1,6,3,822,822,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
13071,15599,DEU,56,819,193,330.0,119.5,0,0,1,6,3,822,822,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
13073,15601,DEU,79,819,193,330.0,93.0,0,0,1,6,3,822,822,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
13074,15602,DEU,61,819,193,330.0,82.5,0,0,1,6,3,822,822,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
13075,15603,DEU,79,819,193,330.0,119.5,0,0,1,6,3,822,822,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
13077,15605,DEU,76,819,193,330.0,82.5,0,0,1,6,3,822,822,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
13081,15609,DEU,71,819,193,330.0,89.0,0,0,1,6,3,822,822,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0
13089,15617,PRT,55,819,0,750.0,69.1,0,0,1,3,3,822,822,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13119,15648,ESP,52,818,14,89.0,9.5,0,0,1,1,1,819,819,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13124,15653,ESP,50,818,6,83.0,74.5,0,0,1,1,1,819,819,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13127,15656,ESP,55,818,6,83.0,7.0,0,0,1,1,1,819,819,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13165,15694,CYP,68,817,17,178.0,16.5,0,0,1,2,2,819,819,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13167,15696,CYP,49,817,16,801.0,70.5,0,0,1,3,3,820,820,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13169,15698,DEU,52,817,17,534.0,42.0,0,0,1,2,2,819,819,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13185,15714,NLD,66,817,16,267.0,72.5,0,0,1,3,3,820,820,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13186,15715,NLD,61,817,16,801.0,126.5,0,0,1,3,3,820,820,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13205,15735,CHE,56,817,16,801.0,84.0,0,0,1,3,3,820,820,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13301,15837,PRT,50,815,5,652.0,78.0,1,0,6,11,11,313,817,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
13443,15979,POL,52,813,88,690.0,125.0,0,0,1,2,2,815,815,Corporate,Corporate,0,0,0,0,0,0,0,0,1,0,0,0,0
13444,15980,POL,37,813,88,480.0,11.0,0,0,1,2,2,815,815,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13445,15981,POL,71,813,1,720.0,240.0,0,0,1,4,2,815,815,Corporate,Corporate,0,0,0,0,0,0,0,0,1,0,0,0,0
13448,15984,POL,32,813,88,720.0,255.0,0,0,1,4,2,815,815,Corporate,Corporate,0,0,0,0,0,0,0,0,1,0,0,0,0
13449,15985,POL,55,813,88,720.0,255.0,0,0,1,4,2,815,815,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
13450,15986,POL,39,813,88,720.0,240.0,0,0,1,4,2,815,815,Corporate,Corporate,0,0,0,0,0,0,0,0,1,0,0,0,0
13451,15987,POL,35,813,88,720.0,240.0,0,0,1,4,2,815,815,Corporate,Corporate,0,0,0,0,0,0,0,0,1,0,0,0,0
13452,15988,POL,41,813,88,690.0,125.0,0,0,1,2,2,815,815,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13453,15989,POL,48,813,88,720.0,242.5,0,0,1,4,2,815,815,Corporate,Corporate,0,0,0,0,0,0,0,0,1,0,0,0,0
13455,15991,POL,25,813,88,720.0,248.0,0,0,1,4,2,815,815,Corporate,Corporate,0,0,0,0,0,0,0,0,1,0,0,0,0
13456,15992,POL,63,813,88,690.0,120.0,0,0,1,2,2,815,815,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13582,16118,POL,45,812,88,805.0,125.0,0,0,1,3,3,815,815,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13596,16132,AUT,50,811,9,267.0,73.5,1,0,1,3,3,814,814,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
13604,16140,AUT,49,811,32,89.0,9.5,0,0,1,1,1,812,812,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13606,16142,ITA,45,811,32,89.0,7.0,0,0,1,1,1,812,812,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13608,16144,PRT,43,811,36,178.0,16.5,0,0,2,2,2,594,812,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13612,16149,PRT,45,811,16,0.0,0.0,0,0,2,4,2,798,812,Corporate,Complementary,0,0,0,0,0,0,0,0,0,0,0,0,0
13630,16169,GBR,64,811,10,83.0,30.0,0,0,1,1,1,812,812,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13639,16178,ESP,24,811,0,89.0,7.0,0,0,1,1,1,812,812,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13652,16191,ITA,58,811,4,318.0,14.0,0,0,1,1,1,812,812,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
13670,16209,PRT,67,810,1,59.0,9.0,0,0,1,1,1,811,811,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13705,16246,PRT,34,809,5,1069.0,123.0,0,0,3,11,11,603,812,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
13724,16265,USA,49,809,13,441.0,42.0,0,0,1,6,3,812,812,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13737,16278,ITA,60,809,5,208.0,37.0,0,0,1,2,2,811,811,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
13738,16279,PRT,49,809,27,59.0,7.0,0,0,1,1,1,810,810,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13739,16280,ESP,48,809,4,459.0,21.0,0,0,1,3,3,812,812,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13740,16281,DEU,51,809,31,356.0,115.0,0,0,1,4,4,813,813,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13827,16373,DEU,64,808,17,445.0,60.0,0,0,1,5,5,813,813,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
13830,16376,PRT,82,808,10,122.0,126.0,0,0,2,3,2,434,809,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13832,16378,PRT,65,808,36,295.0,41.0,1,0,4,5,5,337,809,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
13835,16381,ESP,55,808,22,59.0,15.5,0,0,1,1,1,809,809,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
13841,16387,PRT,50,808,6,1803.0,191.0,1,0,10,22,22,307,808,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
13887,16434,ITA,57,808,2,208.0,42.95,0,0,1,2,2,810,810,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
14103,16655,ITA,63,804,5,728.0,169.5,0,0,1,7,7,811,811,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
14122,16674,ITA,56,804,0,267.0,21.0,0,0,1,1,1,805,805,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
14139,16691,FRA,43,803,7,89.0,30.0,0,0,1,1,1,804,804,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
14140,16692,AUT,48,803,6,178.0,53.5,0,0,1,2,2,805,805,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
14141,16693,ESP,51,803,0,356.0,27.0,0,0,1,2,2,805,805,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
14253,16807,CHE,39,801,9,89.0,30.0,0,0,1,1,1,802,802,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
14254,16808,AUT,48,801,9,89.0,7.0,0,0,1,1,1,802,802,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
14257,16811,PRT,52,801,6,250.0,49.0,0,0,3,3,3,287,802,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
14300,16854,PRT,60,801,0,106.0,7.0,0,0,1,1,1,802,802,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
14342,16896,PRT,64,800,1,84.0,50.7,0,0,1,2,1,801,801,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
14375,16931,PRT,61,799,12,217.0,39.0,0,0,3,5,3,392,800,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
14395,16951,PRT,54,799,0,368.0,127.5,0,0,1,12,4,803,803,Corporate,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
14472,17028,PRT,55,798,0,684.0,78.0,0,0,1,6,6,804,804,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
14487,17044,PRT,65,798,36,118.0,16.0,0,0,2,2,2,302,799,Corporate,Corporate,0,1,0,0,0,0,0,1,0,0,0,0,0
14622,17180,BEL,50,796,3,312.0,31.0,0,0,1,3,3,799,799,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
14623,17181,FRA,40,796,4,89.0,22.5,0,0,1,1,1,797,797,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
14639,17197,ITA,57,795,4,490.0,74.5,1,0,2,5,5,602,797,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
14642,17200,ESP,53,795,5,99.0,7.0,0,0,1,1,1,796,796,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
14774,17342,BEL,49,794,11,668.0,134.2,0,0,3,7,7,255,798,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
14786,17354,SWE,72,793,16,741.0,205.5,0,0,3,9,9,308,796,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
14842,17412,BEL,61,793,2,684.0,42.0,0,0,2,5,5,603,795,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
14905,17477,ITA,52,792,8,208.0,33.5,0,0,1,2,2,794,794,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
14912,17485,FRA,52,792,6,416.0,38.0,0,0,1,4,4,796,796,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
14922,17497,ESP,55,791,2,104.0,37.5,0,0,1,1,1,792,792,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
14963,17538,FRA,50,791,105,296.91,54.5,0,0,1,6,3,794,794,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
14974,17549,ESP,51,791,4,3732.0,412.05,1,0,4,16,16,43,796,Corporate,Aviation,0,0,0,0,0,0,0,1,0,0,0,0,0
14995,17570,BEL,55,790,2,208.0,34.0,0,0,1,2,2,792,792,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
14996,17571,BEL,49,790,4,594.0,94.5,0,0,2,6,6,713,794,Corporate,Aviation,0,0,0,0,0,0,0,1,0,0,0,0,0
15095,17670,DZA,54,789,3,297.0,51.6,1,0,1,3,3,792,792,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
15108,17683,PRT,32,789,0,72.0,483.0,0,0,1,2,1,789,789,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
15168,17743,AUT,50,787,5,621.0,71.0,0,0,2,7,7,239,789,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
15175,17750,BEL,60,787,2,176.0,45.5,0,0,1,2,2,789,789,Corporate,Aviation,0,0,0,0,0,0,0,0,0,0,0,0,0
15186,17761,PRT,38,787,7,73.0,15.0,0,0,1,1,1,788,788,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
15380,17956,PRT,43,785,11,106.0,28.0,0,0,1,4,2,787,787,Corporate,Corporate,1,0,0,0,0,0,0,0,0,0,0,0,0
15392,17968,USA,63,784,11,588.0,78.0,0,0,1,12,6,790,790,Corporate,Corporate,0,0,1,0,0,0,0,0,0,0,0,0,0
15478,18054,FRA,29,782,6,264.0,21.0,0,0,1,1,1,783,783,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
15479,18055,FRA,42,782,6,264.0,21.0,0,0,1,1,1,783,783,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
15480,18056,ESP,57,782,1,155.88,34.0,0,0,1,1,1,783,783,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
15481,18058,PRT,34,782,5,477.0,73.0,0,0,6,6,6,279,783,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0
